character,degree_Marvel_characters
MACWHIRTER_ANGUS,96
MADDOG,544
MAD_HACKER,20
MAD_JACK_II,70
MAD_JUGGLER,28
MAD_MUSICIAN,18
MAD_PHARAOH,6
MAD_SCULPTOR,14
MAD_THINKER,1078
MAD_THINKER_ROBOT,116
MAD_TORSO,24
MAD_VIKING,16
MAD_VIKING_II,24
MAD_VIKING_III,12
MADAM_WORM,16
MADAME,12
MADAME_ANGELICA,8
MADAME_DEATH,18
MADAME_DOLL,38
MADAME_DRACHE,12
MADAME_FOGWA,32
MADAME_HYDRA,166
MADAME_HYDRA_VI,54
MADAME_HYDRA_VII,84
MADAME_JOY,42
MADAME_MACABRE,24
MADAME_MASQUE,734
MADAME_MASQUE_BIO-DUPLICATE,114
MADAME_MASQUE_BIO-DUPLICATE_II,234
MADAME_MASQUE_BIO-DUPLICATE_III,142
MADAME_MASQUE_BIO-DUPLICATE_IV,68
MADAME_MASQUE_BIO-DUPLICATE_V,44
MADAME_MASQUE_BIO-DUPLICATE_VI,48
MADAME_MAUZER,54
MADAME_MENACE,240
MADAME_OLGA,34
MADAME_QWA,80
MADAME_RAPIER,24
MADAME_ROSE,18
MADAME_SANCTITY,54
MADAME_SLAY,18
MADAME_SYNN,12
MADAME_WEB,280
MADAME_WEB_II,224
MADCAP,450
MADDEN_CHET,82
MADDICKS_ARTHUR,774
MADDICKS_NADINE,10
MADDICKS_PROF_CARL,28
MADDOX_DR_CAITLIN,60
MADIGAN_LINDA,18
MADIGAN_ROBERT,8
MADISON_CAPT,38
MADISON_JAMES,20
MADISON_TAYLOR,126
MADMAN,68
MADROX_DANIEL,38
MADROX_JOAN,38
MADSDEN_TREVOR,18
MADU,20
MAELEN,84
MAELSTROM,280
MAELSTROM_CLONE,160
MAGADAN,62
MAGAR_LT,30
MAGDALENA,16
MAGEE_LOUIS,42
MAGEE_TOMMY,68
MAGETH,46
MAGGIE,184
MAGGOTT,258
MAGIC,298
MAGICIAN,10
MAGIK,1122
MAGIK2,232
MAGMA,1078
MAGMA_II,58
MAGMA_III,56
MAGNEATO,40
MAGNESIUM,46
MAGNETIC_MAN,20
MAGNETO,2346
MAGNETO_ROBOT,160
MAGNETOR,2
MAGNIR,80
MAGNITUDE,76
MAGNITUDE_IMPOSTER,54
MAGNOR,20
MAGNUM,30
MAGNUM_MOSES,178
MAGNUS,260
MAGNUS_SIMON,98
MAGOG,40
MAGOG_II,114
MAGRAT,80
MAGRUDER_ALLIE,198
MAGUIRE,70
MAGUIRE_DYLAN,50
MAGUS,124
MAGUS_CLONE,38
MAHAYOGI,158
MAHARISHI_PROF,18
MAHONEY_BRETT,152
MAHONEY_GINNY,12
MAI,90
MAI_BAC_XUAN_MINKY,10
MAIER_DR_LUKAS,10
MAIN_FRAME,16
MAINFRAME,70
MAINMAN,40
MAINSPRING,54
MAJCOMB_RENEE,168
MAJESTON_ZELIA,156
MAJOR_DOMO,506
MAJOR_LIBERTY,26
MAJOR_LOVE,22
MAJOR_MAPLELEAF,36
MAJOR_MAPLELEAF_II,104
MAJOR_MINOR,26
MAJOWSKI_SAM,376
MAKALANI_MATU,34
MAKESHIFT,20
MAKESHIFT_CLONES,26
MAKINA,26
MAKKARI,1154
MAKO,72
MAKOTO,46
MAKRO,26
MALA,48
MALACHI,20
MALACHI_II,102
MALACHI_III,22
MALACHON,42
MALCOLM_X,24
MALCOLM_ADINA,10
MALCOLM_CARLA,10
MALEKITH,278
MALENKOV_GEORGI,26
MALEVOLENCE,34
MALI,38
MALICE,16
MALICE_II,14
MALICE_IV,324
MALICE_V,252
MALICE_VI,186
MALIK_TARCEL,94
MALLEN,10
MALLOY_JAKE,16
MALLOY_NATHAN,36
MALONE_JULIUS,24
MALONE_SAM,50
MALONI_ALEC,56
MALOVICK,24
MALPER_KATHY,130
MALPRACTICE,148
MALTESE,94
MALTZ,22
MALUS_DR_KARL,328
MAMA,18
MAMMOMAX,330
MAMMOTH,60
MAMMOTH_II,42
MAN_BEAR,16
MAN_DOWN BELOW,6
MAN_WITH_NO_FACE,52
MAN-APE,690
MANBEAST,318
MAN-BULL,606
MAN-EATER,118
MAN-ELEPHANT,36
MAN-FISH,58
MAN-KILLER,348
MAN-MOUNTAIN_MARIO,32
MAN-MOUNTAIN_MARKO,224
MAN-MOUNTAIN_QUINT,52
MAN-OF-WAR,50
MAN-SLAYER,28
MAN-THING,12
MAN-THING_II,1232
MAN-WOLF_II,14
MANAAK,4
MANACLE,80
MANAT,58
MANBOT,164
MANCHA_MARIANELLA,40
MANDALA,54
MANDARIN,1008
MANDARIN_II,136
MANDARIN_JAMES,32
MANDELA_NELSON,144
MANDELBAUM_COREY,94
MANDRILL,820
MANDROID,12
MANEATER,70
MANELLI_DINO,528
MANERO_DIEGO,28
MANERO_PEPE_JOSE_MARIA_UMBERTO_RODRIGO_FULGENCIO_JUAN,36
MANFRED,68
MANGLER,20
MANGLER_II,26
MANGLER_III,90
MANGOG,180
MANH_COY_LEONG_XUI,278
MANH_COY_NGA,278
MANH_COY_TRANH,48
MANIC,36
MANIFEST_DESTINY,12
MANIKIN,332
MANIMATOR,22
MANIPULATOR,24
MANIPULATOR_II,36
MANIPULATOR_III,100
MANIPULATOR_IV,52
MANITOU,350
MANITOU_II,10
MANKILLER,8
MANKOWSKI_TED,38
MANN_ADAM,44
MANN_DR_J_VERNON,82
MANN_SGT_JAMES,8
MANNA_ADAM,26
MANNING_DR,30
MANNING_ERIKA,16
MANNING_SANDRA,34
MANOLIS_LT_NICK,84
MANOO,14
MANOWAR,78
MANPHIBIAN,130
MANSLAUGHTER,126
MANSLAUGHTER_MARSDALE,88
MANTA,346
MANTEGA_MIRANDA,12
MANTEGA_PAOLO,12
MANTICORE,52
MANTICORE_II,20
MANTIS,708
MANTIS_IMPOSTER,98
MANTLO_BILL,56
MANTONE_JORGE,30
MANTZ_REGINALD,48
MANU_MR,20
MANX,152
MANX_II,14
MANZO,16
MAO_ZEDONG,20
MAR,46
MARA,32
MARABETH,14
MARAUD,124
MARAUDER,68
MARAUDER_II,28
MARCEAUX_BELIZE,50
MARCEAUX_ETIENNE,26
MARCEAUX_THEOREN,78
MARCH_EDDIE,112
MARCH_MARTY,58
MARCHALLA,8
MARCHALLA_II,8
MARCHESE_PVT_RALPH,22
MARCOSA_BELARIC,18
MARDER_MIDGE,20
MARDUK,90
MARDUK_II,28
MARGIE,44
MARGOLIS_LEANN,38
MARGOYLE,106
MARGRACE,86
MARGRET_ANN,34
MARGUERITA_CARMEN,8
MARGUS,30
MARI_TARL,42
MARIAN,40
MARIGOLD,52
MARIK,20
MARILLA,216
MARILOU,50
MARIN_DR,46
MARIONETTE,404
MARISSA_OF_GENE-TECH,34
MARISTA,22
MARITA,66
MARKED_MAN,66
MARKLEY_JEREMY,12
MARKO_KURT,176
MARKO_MARJORY,30
MARKO_SHARON_XAVIER,98
MARKOV_ARKADY,20
MARKS_CPL_EDWARD,122
MARKS_DR_SHIELA,8
MARKS_ROBERT_HERBERT_III,36
MARLES_DR_THOMAS,40
MARLEY_MITCH,58
MARLOPOLIS_EDGAR,46
MARLOWE_STEVE,32
MARLOWE_STEVE_JR,32
MARLOWE_VANESSA,14
MARNA,22
MARO_MELISSA,38
MARRAKANT_HELLGUARD,14
MARRERO_ED,182
MARRINA,400
MARROW,748
MARRS_DESMOND,124
MARRS-PAYNE_PHOEBE,238
MARSH,20
MARSH_MONSTER,14
MARSH_MONSTER_II,14
MARSHALL_ERIC,66
MARSHALL_GRANT,22
MARSHALL_JOHN,16
MARSHALL_RITA,20
MARSHALL_SIMON,82
MARSHALL_VICTOR,10
MARSTON_BUTTONS,52
MARSTON_ELAINE,52
MARSTON_KIRK,42
MARSTON_SYLVESTER,124
MARTELL_KIRBY,46
MARTILLO,40
MARTIN_ASHLEY,118
MARTIN_DR,110
MARTIN_FINGERS,42
MARTIN_GIGI,18
MARTIN_ROBERT,84
MARTIN_ROBERT_II,22
MARTIN_TERI,114
MARTINELLI_VINCENT,186
MARTINEZ_AKASHA,16
MARTINEZ_ALITHA,74
MARTINEZ_CARMELLO,34
MARTINEZ_ELIZA,8
MARTINEZ_IRENE,168
MARTINEZ_ISADORA,136
MARTINEZ_LINETTE,42
MARTINEZ_MR,16
MARTINEZ_MRS,14
MARTINEZ_PVT_OSCAR,34
MARTINI_SGT_LOU,74
MARTINO_JAKE,108
MARTINS,12
MARTS_MR,42
MARTYR,122
MARVEL,2
MARVEL_BOY,10
MARVEL_BOY_II,12
MARVEL3,486
MARVEL_BOY_IV,74
MARVEL_BOY_V,596
MARVEL_BOY_VI,14
MARVEL_BOY_VII_200080,302
MARVELG,2660
MARVEL_GIRL_DOPPELGANGER,128
MARVEL_GIRL_DOPPELGANGER_II,208
MARVEL_GIRL_II,166
MARVEL_GIRL_III,984
MARVEL_MAN,166
MARVEX,24
MARX,96
MARX_DR,20
MARY_MARGARET,26
MARY_ZERO,28
MAS_KIMURA,58
MASAKUMA_SHIORI,12
MASANO,72
MASH-UP,36
MASKED_LEADER,20
MASKED_MARAUDER,180
MASKED_MARVEL,80
MASKED_RAIDER,32
MASKED_RAIDER_II,28
MASON_DELILAH,162
MASON_DIANNA,22
MASON_DR_ENOCH,12
MASON_JOHN,12
LMASON,354
MASON_MARK,10
MASON_RICHARD,22
MASON_SHEILA,12
MASON_WANDA,72
MASQUE,510
MASSMAS,342
MASSMAS2,172
MASSDRIVER,40
MASSIVE_GLOBULA,42
MASTER,468
MASTER_II,14
MASTER_BUILDER,62
MASTER_ELO,26
MASTER_HATE,164
MASTER_IZO,80
MASTER_KEY,132
MASTER_KHAN,196
MASTER_LINK,66
MASTER_MAN,256
MASTER_MAN_II,150
MASTER_MIND_EXCELLO,104
MASTMOLD,326
MASTER_MOLD_II,24
MASTER_MONARCH,32
MASTER_OF_THE_FOUR_WINDS,8
MASTER_OF_VENGEANCE,58
MASTER_OM,30
MASTER_ORDER,460
MASTER_PANDEMONIUM,344
MASTER_PO,56
MASTER_PROGRAMMER,74
MASTER_ZEI,56
MASTERBLASTER,10
MASTERMIND,620
MASTERMIND_II,6
MASTERMIND_III,102
MASTERMIND_IV,178
MASTERS_ALICIA_REISS,1596
MASTERS_DR_AUGUST,66
MASTERS-STORM_ALICIA_IMPOSTER,390
MASTERSON_BUCK,30
MASTERSON_ERIC,948
MASTERSON_GEN,24
MASTERSON_KEVIN,446
MASTIFF,8
MASTIFF_MINNIE,8
MASTODON,36
MASTON-DAR,24
MATADOR,12
MATADOR_II,94
MATADOR_III,14
MATANI,58
MATAWA,20
MATCH,448
MATCHSTICK_GIRL,24
MATHEMANIC,264
MATHERS_GEORGE,62
MATHEWS_EVEN,4
MATHIESON,56
MATLIN_JENNIFER,30
MATRIARCH,62
MATSON_JAMES,10
MAUL,202
MAULER,22
MAULER_II,220
MAULER_III,16
MAUR-KON,58
MAURGLON,52
MAUVAIS,104
MAVERICK,398
MAVERICK2,152
MAW,48
MAWSON_RON,32
MAX,116
MAX_II,14
MAX_III,28
MAX_IV,42
MAX_E_MUMM,28
MAX_INTENSITY,6
MAXIMOFF_DJANGO,208
MAXIMOFF_MARYA,136
MAXIMUS,804
MAXIMUS_LOBO,48
MAXOV,84
MAXWELL_DR_WILFRED,132
MAXWELL_MORRIS,76
MAXY_MILLIONS,18
MAYA,4
MAYA_II,74
MAYA_IV,54
MAYE_APRIL,78
MAYER_LEE,44
MAYFAIR_LT_COL_ANDREW_BLODGETT_MONK,58
MAYHEM,202
MBONGA,12
MC_MILO_MYSTIK,16
MCANN_SEAMUS,38
MCBRIDE_LEONA,174
MCBRYDE_CHASTITY,20
MCCABE_LINDSAY,344
MCCABE_NINA,66
MCCAIN_JOHN_SIDNEY_III,28
MCCAMBRIDGE_MEGAN,56
MCCANN_HOLLY,42
MCCARTHY_CHRIS,20
MCCARTNEY_PAUL,70
MCCINLEY_BRENT,20
MCCLELLAN_CAM,32
MCCLELLAN_KATHERINE_ELSPETH,54
MCCORD_GEN,40
MCCORMICK_BARRY,20
MCCORMICK_FIONA,48
MCCOURT_ALLISON,122
MCCOY_EDNA_ANDREWS,160
MCCOY_NORTON,130
MCCOY_ROBERT,28
MCCOY_SKIP,50
MCCRAKEN_SPAD,32
MCCREADY_J_D_ASPHALT_JON,22
MCCULLOUGH_DR_ANDREW,16
MCDERMOTT_CHRISTIE,10
MCDONNELL_OSCAR,40
MCDOWELL_DEREK,16
MCDOW,40
MCDUFFIE_KIRSTEN,16
MCDUNNOUGH_CADIE,32
MCELROY_JAMES,46
MCGEARY_ESTHER,26
MCGILL_CAMERON,20
MCGILL_DR_LINDA,18
MCGIVENEY_SGT_BULL,98
MCGREELEY_JOSHUA,20
MCGREELEY_SHERIFF,20
MCGRILL_MARY,28
MCGUIRE_LAURA,60
MCGURK_BILLY,54
MCHELE_JEREMY,104
MCINTYRE_ELI,76
MCINTYRE_QUINN,44
MCKEE_ED,16
MCKEEVER_TINY,176
MCKENNA_MARY,36
MCKENNA-DRAKE_MARLENE,64
MCKENNA_POLLY,30
MCKENZIE_CAPT_LEONARD,76
MCKENZIE_LEON,28
MCKENZIE_LYDIA,14
MCKNIGHT_BOB,20
MCLAREN_MEGAN,322
MCLEISH_RODDY,54
MCMAHON_BUZZ,68
MCMAHON_ED,98
MCMASTERS_IAN,8
MCMULLIN_MATT,4
MCMURRAY_YVONNE,18
MCNAB,12
MCNAIR_TAD,12
MCNEE_IAN,64
MCNEIL_BECKY,16
MCNEIL_CLAIRE,24
MCNEIL_RAMSEY,24
MCNULTY_ELWOOD,114
MCPHEE_LOUIE,30
MCPHERSON_LING,84
MCSHANE_PATRICK,38
MCTEAGUE_POWELL,68
MCTEER_MIKE,32
MEACHUM_HAROLD,76
MEACHUM_JOY,224
MEACHUM_SPC_CAL_PIG,108
MEACHUM_WARD,126
MEAGHER_JUSTIN,32
MEANY,278
MEATMARKET,94
MECH-MONSTER,30
MECHADOOM,42
MECHAMAGE,168
MECHANIC,34
MECHANOID,50
MECHO-ASSASSIN,26
MEDALLION,12
MEDEA,106
MEDIK,34
MEDINA_ANALISA_MARISOL_SOTO,140
MEDUSA,66
MEDUSA_II,1760
MEDUSA_II_DOPPELGANGER,20
MEDUSA_III,20
MEEK,48
MEER_MAX,24
MEER_LYN,150
MEFT,40
MEGA_MAX,28
MEGACEPHALO,28
MEGAERA,34
MEGAMAN,40
MEGARA,60
MEGATAK,94
MEGATON,12
MEGATON_II,268
MEGATRON,18
MEGAWATT,44
MEGGAN,1154
MEI-LING,18
MEKANO,16
MELCHIOR,10
MELD,264
MELEE,390
MELEK,20
MELLACE_LUCY_SANTINI,54
MELLACE_TONY,32
MELLENCAMP_SEAMUS,330
MELNOA,58
MELTDOWN,12
MELTDOWN2,860
MELTER,538
MELTER_II,116
MELTON_LORRIE,34
MELVIN_JAMES,44
MEMBRAIN,48
MEMBRANE,22
MEME,22
MENACE,26
MENACE_II,16
MENACE_III,292
MENDELHAUS_DR_KLAUS,30
MENDELSON_DR_MACK,34
MENDICUS,64
MENDOSA_EMILIO,10
MENELAUS,50
MENGELE_DR_JOSEPH,18
MENGOCHAUZCRAUS_GRIGORI,108
MENGOCHAUZCRAUS_STANISLAUS,108
MENKEN_DONALD_L,124
MENNINGER_CLARA,158
MENTALLO_II,966
MENTOR,608
MENTOR_II,406
MENTOR_III,60
MENTUS,36
MENZIES_INSPECTOR_BILL,30
MEONA,34
MEPHISITOID,28
MEPHISTA,68
MEPHISTO,1822
MEPHISTO_II,16
MERCADO_JOY,416
MERCED_MERCEDES,18
MERCEDES,16
MERCENARY,12
MERCENARY_II,12
MERCHANT_JOHN,74
MERCURY_II,46
MERCURY_III,74
MERCURY_IV,712
MERCY,72
MERCY_GRACE,30
MERCY_MARY,30
MERENGUES,74
MERIAM,26
MERIDIAN,24
MERIDIAN_DR_ROBERT,10
MERLIN,506
MERLIN_IMPOSTER,34
MERMAID,50
MERMAN,132
MERRIN_LORD,42
MERRY_WIDOW_MURDERER,12
MERRYWEATHER_IRENE,464
MERZAH,64
MESMERO,606
MESS,74
MESSENGER_TOBIAS,70
MESSIAH,48
METABO,34
METAL_MASTER,34
METALHEAD,42
METALLAK,32
METALSLASH,22
METAMORPH,8
METARCHUS,78
METAZOID,14
METEOR,36
METEORITE,240
METEORITE_II,366
METEORITE_III,134
METOXO,32
METTLE,296
METZGER_DR_DETLEF,28
MEXER,10
MEXXA_RIEN,50
MEYER_JUSTIN,30
MIBA,22
MICAWBER_TRISTRAM,72
MICHAEL,30
MICHAELS_DAWN,6
MICHAELS_LYNN,136
MICHEL_RAFE,130
MICHELLE,22
MICK,28
MICO_LEN,44
MICO_RODOLFO,28
MICROBE,168
MICROCHIP,492
MICROCHIP_JR,32
MICROMAX,424
MICROTRON,192
MICROTRON_II,38
MIDAS,118
MIDGARD_SERPENT,312
MIDNIGHT,112
MIDNIGHT_III,116
MIDNIGHT_IV,40
MIDNIGHT_MAN,22
MIDSLASH,18
MIDNIGHT_S_FIRE,172
MIDWIFE,10
MIEK,346
MIESHO,24
MIFUNE_DR,38
MIGDALIA,18
MIGHTY_MOTHER,28
MIGHTY_MOTHER_II,68
MIGHTY_OAK,36
MIHAILOVITCH_ADM_GREGORI,122
MIK,220
MIKA,34
MIKADO,30
MIKASHI_PROF_TOSHIRO,38
MIKEY,26
MIKHLO,604
MIKI,12
MIKUTA_J_F,6
MILAN_DR,110
MILAN_FRANCISCO,184
MILES_GEN_NELSON,22
MILGROM_AL,22
MILITANT,30
MILLANEOUS_MATTHEW,8
MILLENIUS,20
MILLENNIUM_MONARCH,26
MILLER_CHRIS,62
MILLER_CRAIG_MASHER,18
MILLER_FRANK,74
MILLER_GLENN,26
MILLER_LAYLA_ROSE,444
MILLER_MICHAEL_BULLSEYE,46
MILLER_PVT_ARLEN,58
MILLER_STACI_MURPHY,56
MILLER_TRACE,36
MILLS_PVT_FITZ,38
MILLS_SYBIL,10
MILLYANN_TEC_HILYIANI,22
MILOS,32
MIME,32
MIMIC,520
MIMIR,254
MIN_RAGHBAH_SUJANAA,26
MINAY,42
MIND,34
MIND_S_EYE,56
MIND-WAVE,130
MINDBLAST,244
MINDEE,832
MINDMELD,22
MINDSINGER,254
MINDSTORM,38
MINDSTORM_II,24
MINDWAVE,44
MINDWORM,16
MINERVIA,34
MING_SUAN,34
MINH_LITTLE,10
MINI_MAX,28
MINISTER_BLOOD,164
MINISTER_HOARD,76
MINISTER_TOME,76
MINN_TYGER,22
MINOR_DOMO,286
MINORU_ROBERT,86
MINORU_TINA,96
MINOTAUR,20
MINOTAUR_II,10
MINOTAUR_III,16
MINOTAUR_IV,20
MINOTAURUS,64
MINXI,42
MIRACLE,144
MIRAGE,240
MIRAGE_PROTO-HUSK,40
MIRAGE2,698
MIRAGE_III,14
MIRAGE_IV,28
MIRRORSHADE,34
MISFIT,122
MISHA,178
MISHCHENKO_LARISA,26
MISS_AMERICA,466
MISS_FURY,120
MISS_ITCH,26
MISS_LEWINSKI,26
MISS_LOCKE,298
MISS_MASS,214
MISS_PATRIOT,60
MISS_SACCHARINE,34
MISS_SINISTER,56
MISSING_LINK,60
MISSING_LINK_II,66
MISSIONARY,30
MIST,164
MIST_MISTRESS,86
MISTER_PUNCH,46
MISTRESS_LOVE,164
MISTUR,50
MISTY,38
MITCHELL_ROBERT,8
MITCHELL_YORKIE,4
MITCHRONEY_KEN,10
MIXIMIXUM,36
MIYASHIRO,14
MIYU,24
MIZ_TREE,38
MIZE,24
MO_MONEY,56
MOBIUS,42
MOBIUS_DR,46
MOCKING,2092
MOCKINGBIRD_IMPOSTER,302
MOCKINGBIRD_IMPOSTER_II,150
MODAM,398
MODELL_MAX,268
MODEM,18
MODERN_ROBIN_HOOD,12
MODERN_DR_MALCOLM,22
MODGUD,58
MODICA_BARBARA_BAMBI,142
MODINE_BERNARD,20
MODOG,28
MODOK,1110
MODOK_SUPERIOR,32
MODORD,66
MODOT,30
MODRED_THE_MYSTIC,452
MODT,108
MODULAR_MAN,16
MODULUS,22
MOGOL,8
MOGUL,92
MOHAWK,30
MOJO,722
MOJO_ROBOT,40
MOJO_II_THE_SEQUEL,130
MOKK,230
MOLE,20
MOLE_II,18
MOLE_III,30
MOLE_MAN,1208
MOLECULA,200
MOLECULE_MAN,704
MOLGOTHA,34
MOLI,44
MOLINARI_DR,26
MOLLE_DR,34
MOLOCH,14
MOLOKA_DAR,24
MOLTAR,50
MOLTEN_MAN,318
MOLTEN_MAN-THING,74
MOLTO,52
MOMENTO,34
MONA,154
MONAKO,38
MONARK_STARSTALKER_7643,74
MONDALE_WALTER,44
MONDO,36
MONDO_II,158
MONDO_PAIN,44
MONGOOSE,366
MONGOOSE_MASTER,20
MONGRAIN_ALISON,126
MONGU,10
MONGU_II,108
MONK,14
MONKEE,40
MONKEY,4
MONKEY_JOE,130
MONKEY_KING,34
MONKEYWRENCH,10
MONKTON_LOU,44
MONMOUTH,64
MONOCLE,52
MONOLITH,32
MONROE_ED,36
MONROE_JENNY,22
MONROE_MALCOLM,22
MONROE_MARY_ELLEN,48
MONSOON,24
MONSTER,16
MONSTER_II,38
MONSTER_III,14
MONSTER_IV,44
MONSTER_FROM_THE_LOST_LAGOON,58
MONSTER_OF_BADOON,32
MONSTER-MASTER,10
MONSTRA,62
MONSTRO,36
MONSTRO_II,136
MONSTROID,54
MONSTROLLO,14
MONTAGUE_BEATRICE,22
MONTAGUE_VICTOR,22
MONTANA,390
MONTANA_II,20
MONTENEGRO,34
MONTESI_VICTORIA,182
MONTGOMERY,122
MONTGOMERY_GEN_WALTER,14
MONTGOMERY_SIR_BERNARD_LAW,54
MONTEZ_ALBERTO,24
MONTEZ_JENNIFER,28
MONTOYA_ENRIQUE,10
MONTOYA_HECTOR,36
MONTOYA_JULIO,88
MONTOYA_MARIA,88
MOODY_RUNYAN,14
MOOMBA,4
MOOMJI_INDRIES,46
MOONKNIGHT,1868
MOON_KNIGHT_CLONE,14
MOON_MAN,60
MOON_WOLF,34
MOON_ASHLEY,24
MOON_DR_ILSA,30
MOON-BOY,348
MOONCHILD,62
MOONDANCER,164
MOONDARK,38
MOONDRAGON,2008
MOONDRAGON_DOPPELGANGER,208
MOONHUNTER,336
MOONRAKER,122
MOONSHADE,238
MOONSTALKER,256
MOONSTAR,1370
MOONSTOMP,240
MSTONE,110
MOONSTONE2,2018
MOONTREADER_LORENZO,12
MOORE_CONNIE,36
MOORE_TONI,52
MOORG,8
MOOT,4
MORALES_ALISANDE,108
MORALES_HECTOR,16
MORAN_KEVIN,80
MORASS,64
MORBIUS,796
MORDA,24
MORDILLO,22
MORDIUS_MAXWELL,16
MORDO_ASTRID,14
MORDOO,2
MORDRED_THE_EVIL,306
MORDUK,80
MORE_THOMAS,44
MOREAU_PHILLIP,284
MOREELS_SARAH,14
MOREL,28
MORELLE_DR_DAMON,52
MORELLE_NOLAN,58
MORELLI_JACK,84
MORETTI,22
MORFEX,66
MORG,182
MORGA,26
MORGAN,244
MORGAN_DR_VIVIAN,54
MORGAN_ELIZABETH,10
MORGAN_JERROLD,232
MORGAN_THUMPER,16
MORGUE_MASTER,16
MORIN_ELVIS,24
MORITA_JIM,46
MORITZ_JUSTINE,26
MORJAK,44
MORLAK_MARIS,222
MORLUN,80
MORNING_STAR,52
MOROBOSHI_OSAMU,54
MORPH,28
MORPHEUS,36
MORPHINE,56
MORPHINE_II,10
MORRAT,22
MORREL_HARRY,108
MORREL_LT_SABRINA,160
MORRIGAN,12
MORRIS_QUINCEY_P,24
MORRIS_RHONDA,22
MORRISEY_MICHAEL,52
MORRISON_AMANDA_PAYNE,18
MORRISON_CAPT,12
MORRISON_JESSICA,18
MORRISON_JIM,16
MORRISON_MELINDA,28
MORRO,14
MORROW,112
MORSE_BEN,36
MORSE_DR_BARBARA_BOBBIE,78
MORSE_SUSAN,36
MORTAK,40
MORTALIS,14
MORTAR,48
MORTENSEN_KEVIN,244
MORTENSEN_MICK,244
MORTENSEN_RUBY,52
MORTIS,206
MORTOID,60
MORWEN,42
MOSES,82
MOSES_II,16
MOSH,28
MOSH_II,18
MOSHA,30
MOSLEY_WARDEN,50
MOSS,26
MOSS_GRASSY,28
MOSS_PETE,22
MOST_PERFECT_HERO,44
MOTEZON_STACEY,22
MOTH,28
MOTHER,28
MOTHER_INFERIOR,62
MOTHER_MATRIX,72
MOTHERN,402
MOTHER_OF_PEARL,38
MOTHER_STARR,42
MOTHERSUP,92
MOTHER_SUPERIOR_II,58
MOTHER_SUPERIOR_III,130
MOTHER-OF-PAIN,24
MOTHERBOARD_49_7,4
MOTORMOUTH,202
MOUCHIER_JEROME,46
MOUNTAIN_MAN,12
MOUNTEBANK_CHAD,32
MOURAK_ABDUL,18
MOUSE,104
MOUSE_II,38
MOVING_SHADOW,16
MOWAT_FARLEY,206
MOY_ALYSSA,298
MR_ALTERNITY,22
MR_ANGEL,24
MR_BADWRENCH,12
MR_BROWNSTONE,20
MR_CLEAN,34
MR_CODE,28
MR_DNA,28
MR_DENSITY,26
MRDOLL,48
MR_E,10
MR_E_PERIOD,130
MR_ELEVEN,42
MR_FANTASTIC_DOPPELGANGER,354
MR_FANTASTIC_IMPOSTER,30
MR_FANTASTIC_IMPOSTER_II,16
MR_FEAR,92
MR_FEAR_III,158
MR_FEAR_IV,392
MR_FISH,68
MR_FISH_II,28
MR_FX,14
MR_GIDEON,70
MR_GOOD-EAR,10
MR_HYDE,1106
MR_HYDE_ANDROID,12
MR_ILLUSION,50
MR_IMMORTAL,684
MR_JIP,160
MR_JIN,14
MRJUSTICE,150
MR_M,120
MR_MOBIUS,60
MR_MURDER,6
MR_NACHT,106
MR_NEGATIVE,472
MR_NICE,28
MR_OROBOUROUS,24
MR_PAIN,66
MR_PARADOX,24
MR_PAYBACK,30
MR_PUNCH,26
MR_QUARK,28
MR_QUI,28
MR_SCRATCH,10
MR_SCRATCH_II,26
MR_SINISTER,988
MR_SIX,16
MR_TERMINEUS,54
MR_THINK,12
MR_TUNE,14
MR_X,32
MR_X_II,210
MR_Y,14
MROK_ENSIGN,28
MROTH,118
MRS_TICKLE,64
MS_AMERICA,140
MS_FIX,32
MS_FORTUNE,32
MS_LION,18
MS_MARVEL,2738
MSMARVEL_IMPOSTER,26
MSMARVEL_IMPOSTER_II,150
MSMARVEL2,854
MS_T,28
MUCK_MONSTER,20
MUD_PI,36
MUD-AH,50
MUD-BUTT,52
MUELLER_AMANDA,202
MUFFIN,60
MUGAMBI,20
MUGGINS_CANDACE_CANDY,136
MUGGINS_MAMIE,324
MULDOON_TEXAS_JACK,54
MULDOWNEY_COLIN,30
MULLANY_MIKE,38
MULLER_HUGH_BENJAMIN,14
MULHOLLAND,78
MULLIGAN_EDWARD,38
MULLIGAN_GINA,38
MULLIGAN_JIM,24
MULLINS_WHITEY,22
MULTIPLE_MAN,1520
MULTIPLE_MAN_DOPPELGANGER,244
MUMFORD_SARAH,24
MUMMUDRAI,82
MUMMY,20
MUMMY_II,30
MUNCHKIN,40
MUNDY_SHANE,46
MUNG,24
MUNINN,690
MUNIPOOR,28
MUNOZ_CARLOS,66
MUNOZ_DR_JAIME,12
MUNOZ_HECTOR,26
MUNRO_SHARON,12
MUNROE_DAVID,94
MUNROE_DAVID_II,152
MUNROE_HARRIET,166
MUNROE_MR,156
MUNROE_N_DARE,110
MUNSON,22
MUNSON_CLAUDIA,30
MUNTZ_JUERGEN,66
MURAITAK,26
MURAMASA,32
MURCH_SPECIAL_AGENT,74
MURDER,64
MURDER-1,22
MURDEROUS_LION,32
MURDOCK_JONATHAN_BATTLING_JACK,70
MURDOCK_SISTER_MAGGIE,200
MURKANDOR,18
MURMUR,34
MURMUR_II,34
MURMUR_III,232
MURPHY_BRAN,36
MURPHY_EDDIE,18
MURPHY_IVAN,24
